Unnamed: 0,text_tweet
945,dari dulu jg udah ganti lirik si kan bandung bogor jakarta awalnya terus ganti jd ibu kota negara
767,Rp 34 45 Triliun dianggarkan untuk pembangunan infrastruktur IKN pada tahun 2024 #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/DJXXTsBVbq
235,PEMBANGUNAN megaproyek Ibu Kota Negara (IKN) Nusantara berjalan terus. Selain proyek bangunan PT Waskita Beton Precast Tbk menyuplai produk precast untuk proyek Jalan Tol IKN Seksi 3B-2 Segmen Kariangau-Sp Tempadung. https://t.co/ne7gMRVAw9
976,271T kita sogok seventeen untuk tour indonesia semua provinsi mingyu nyanyi risalah hati dan maksa scoups ingetin jakarta tu ibu kota negara mana
944,Tengok 6 investor swasta IKN Nusantara komitmen bangun sarana pendidikan dan perumahan di ibu kota negara baru Kaltim. Sebagai informasi investor swasta tersebut berinisiatif atau unsolicited untuk mengembangkan pembangunan di IKN. _ Nadiem Beckham Susu Aisyah April Mob Selvi https://t.co/OipWlRE37A
938,Otorita IKN berupaya memastikan bahwa pembangunan IKN Nusantara memberikan dampak positif bagi masyarakat di Sepaku. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/ntEush8xEA
902,Bandara VVIP IKN berstandar internasional siap layani tamu penting. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/VwqQNLNPO0
299,@abangbelneg IKN Nusantara akan meningkatkan daya saing Indonesia di kancah global #IbuKotaNegara
60,Status Jakarta sebagai Ibu Kota Negara segera berakhir seiring dengan berlakunya UU DKJ. Sebanyak 8 3 juta e-KTP milik warga Jakarta mesti dicetak ulang. https://t.co/hwRWnuvxnO
327,Mungkin karena dulu juga disuruh bawa atlas pas SD hapalin benua negara sampai ibu kota. 4/ 5 SD disuruh hapalin nama menteri sampai pernah dihukum karena gak ingat (ya sampai sekarang juga gak ingat sih saking sebelnya dulu) 
526,@KotaNusantara Investasi di infrastruktur beri dampak positif pada sektor logistik #IbuKotaNegara
598,Pemerintah berupaya mewujudkan pembangunan smart city IKN. #IKNNusantara #pembangunanikn #Ibukotanegara #smartcity https://t.co/eFZsheSQff
813,@MohammadKhafid3 Allah tidak pernah tidur Bung Karno sendiri sudah mempersiapkan lokasi untuk dijadikan Ibu Kota Negara di lahan yg sudah siap di Kalbar tapi pemerintahan saat ini pilih lahan gambut Semoga aja ini tanda-tanda Allah tidak ridho Krn byk yg didzolimi . In Syaa Allah
935,Otorita IKN berkomitmen untuk mengadakan dialog terbuka dengan masyarakat Sepaku untuk memahami kebutuhan dan aspirasi mereka. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/f8oowWK2oU
980,Hunian di IKN menggunakan teknologi MOBOX #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/MKQNzjVi4C
595,Nusantara Expo: Peluang melihat perkembangan teknologi tinggi yang akan datang. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/2lrPWQiiAp
541,@abangbelneg Pemindahan ibu kota nusantara adalah peluang besar bagi warga negara untuk memperbaiki kehidupan mereka
780,@tanyakanrl Yaelah emang penting ? Padahal mah kaga penting juga kan yang penting itu tau nama ini kota negara bukan ibu kota provinsi
305,Bandara VVIP IKN Fungsional Agustus 2024 Kementerian Pekerjaan Umum dan Peruahan Rakyat PUPR Memastikan Bandara VVIP di IKN akan mulai difungsional pada Agustus 2024. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/IgjvgWmWDg
318,@IKNnusantaraID Kami warga Pontianak mendukung pembangunan IKN Nusantara #IbuKotaNegara
481,Kota Kuala Kencana berhasil ngebikin harmonisasi antara lingkungan alam dan kehidupan modern gokil banget! Selain itu kota ini juga jadi model pembangunan Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur loh.
493,@ayungbukanariel Tapi engke di pelajaran sejarah negara lain bakal disebutkeun moal nyak jakarta pernah jadi ibu kota? Hahaha
265,Pembangunan IKN yang ramah lingkungan adalah langkah menuju keberlanjutan dan kelestarian alam. #IKNNusantara #pembangunanIKN #IbuKotaNegara #SmartCity #GreenCity #IKN https://t.co/2zsdnVyBzx
110,IKN Nusantara adalah ibu kota negara https://t.co/wkOvC0CBDs
468,@terindukan Semoga kita semua diberikan umur panjang supaya bisa melihat bangsa ini bangkit dari keterpurukan #IbuKotaNegara
708,@youthful_mediaa Menjadi sebuah ibukota tanpa merusak kota yang ada. Yaitu kota bagi para satwa Flora dan fauna #IbuKotaNegara
587,#langsung #BuletinBernama : Hari ini warga kota mula kembali ke ibu negara dan untuk perkembangan trafik terkini di Lebuhraya. Bersama Azeery Idris dan Jurukamera Farez Azmi dari Pusat Pengurusan Trafik Lembaga Lebuhraya Malaysia. https://t.co/2k1PJ0oKts
256,Dipilihnya Kabupaten Kukar sebagai lokasi tujuan dari studi komparatif tersebut tidak terlepas dari berpindahnya Ibu Kota Negara (IKN) ke Kalimantan Timur (Kaltim) yang nantinya akan menjadi masa depan negara Indonesia. Baca selengkapnya: https://t.co/V9kwcdXKnW https://t.co/zZltWLJ8iU
260,Untung SG MY sama TH gada rencana pindah ibu kota negara.
543,@abangbelneg Pemindahan ini adalah investasi masa depan bagi generasi penerus #IbuKotaNegara
405,Ini Menteri Jokowi yang Bakal Ngantor Perdana di IKN Mulai Juli https://t.co/FV8P3d5s3A #Nusantara #IbuKotaNegara #IKN #Indonesia
428,@abangbelneg Pertumbuhan ekonomi daerah beri efek berganda pada sektor konstruksi #IbuKotaNegara
675,Para investor melihat proyek IKN Nusantara sebagai kesempatan untuk berkontribusi pada pembangunan infrastruktur berkelanjutan. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/hgxmOpo9Rq
501,Uni Emirat Arab (UEA) berinvestasi $35 miliar ke kota baru Mesir dengan kompensasi tanah seluas 130 juta meter2. Nilai investasi ini sama dengan dana pembangunan Ibu Kota Negara (IKN). https://t.co/363Agxp6Wu Dalam hal ini Presiden UEA Muhammad bin Zayed (MBZ) adalah dewan 
432,@abangbelneg IKN Nusantara membuka peluang kerja di sektor energi dan sumber daya alam #IbuKotaNegara
730,Anw kudos to Pak Benedictus Salaman who gave never ending peta buta exams pas gua SD. Hasilnya ya bisa inget semua ga cuma provinsi &amp; ibu kota provinsi di Indonesia tapi juga negara &amp; ibu kota negara di dunia sampe sekarang.
137,@abangbelneg Kalimantan Timur akan menjadi model pengelolaan lingkungan yang baik #IbuKotaNegara
357,@KoalisiNetizen Pemindahan ini adalah bukti nyata keseriusan Indonesia dalam pembangunan #IbuKotaNegara
927,@2KangKomen Jakarta Ibu kota negara
221,@bebeesque Universitas indonesia... Universitas kami... Ibu kota negara.... Pusat ilmu budaya bangsa.....
752,Ibukota bali = astaghfirullahaladzim Baru dalam negeri blm lu ditanya ibu kota negara lain hadeh THOLOL.
593,@meraaahputiiih Kami warga Tanjungpinang mendukung pemindahan Ibu Kota negara
803,@meraaahputiiih Ibu Kota Negara Republik Indonesia merepresentasikan konsep kesatuan yang mengakomodasi kekayaan kemajemukan Indonesia #IKNNusantara
363,Investasi ini ngasih dampak positif buat ekonomi lokal dan lingkungan #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/BfOonkylPI
522,@KotaNusantara Peningkatan sektor properti beri dampak positif pada sektor properti lokal #IbuKotaNegara
208,Sebanyak 8 3 juta warga Jakarta harus ganti Kartu Tanda Penduduk (KTP).. Penggantian itu mesti dilakukan setelah perubahan status Jakarta dari ibu kota negara menjadi daerah khusus (DKJ). #DKJ #KTP #status #ibukota https://t.co/QqxvliAB2G
777,Rp 34 45 Triliun dianggarkan untuk pembangunan infrastruktur IKN pada tahun 2024 #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/MGMc1AyMzB
334,Peta buta paling memorable buat saya. Suka dites sm papa ini kota apa ini negara apa ibu kota negara ini di mana letaknya.
210,@sakkusaitna @AyaniMel waktu IM menjabat presiden kondisi mesir blm stabil. skrg eknomi mesir lebih mengenaskan akibat Al sisi pingin bangun lg ibu kota negara uangnya g ada. dan mesir sampai jual kota untuk bayar utang.
350,@meraaahputiiih Fasilitas olahraga modern akan meningkatkan gaya hidup sehat warga #IbuKotaNegara
78,Heru Budi masih menunggu peresmian pemindahan ibu kota negara dari Jakarta ke Nusantara. https://t.co/LS0CTLFhZZ
29,@IKNnusantaraID Keberlanjutan lingkungan akan dijaga dalam perencanaan kota baru #IbuKotaNegara
280,Suatu terobosan luar biasa dari Tonny Blair https://t.co/nUxUlEafCV Mantan Perdana Menteri Inggris Tony Blair akan membantu penyediaan konektivitas internet di Ibu Kota Negara (IKN) Nusantara.
507,@MongabayID Ratusan nyawa manusia hilang dalam satu malam di stadion kanjuruhan yg masih satu pulau dgn ibu kota aja negara gak terlalu peduli... Apalagi ini...
638,Pemerintah akan kembali mendorong percepatan investasi asing ke Ibu Kota Negara (IKN) Nusantara setelah ada putusan Mahkamah Konstitusi (MK) soal sengketa hasil pemilu presiden (Pilpres) 2024. ___ Danramil Dita #viralvideo Liverpool Mainin #OperasiKetupat2024 https://t.co/WmeRtXixwk
801,@meraaahputiiih IKN Nusantara akan meningkatkan daya saing industri manufaktur Indonesia di pasar global. #IbuKotaNegara
289,ibu kota negara dulunya mau di salah satu daerah di Indonesia timur tapi gajadi
165,Terobosan menuju masa depan: Langkah Presiden Jokowi untuk memajukan infrastruktur digital di Indonesia. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/4VXzKZu39X
855,@KoalisiNetizen Peningkatan sektor industri berkontribusi pada ekspor nasional #IbuKotaNegara
497,Pemerintah akan memberikan 1 unit apartemen untuk 1 aparatur sipil negara (ASN) yang pindah ke Ibu Kota Nusantara (IKN). https://t.co/aHKYGEHqDd
462,@ShaniaLorenzz pembangunan IKN akan melibatkan masyarakat sekitar Kalimantan Timur #IbuKotaNegara
65,UNIVERSITAS INDONESIA UNIVERSITAS KAMI IBU KOTA NEGARA
141,tinggal tunggu waktu aja sampe semuanya kena aturan-aturan ibu kota baru dekat. you cant stop me from raiding istana negara in the future.
275,@abangbelneg semoga hasilnya memuaskan dan memberikan feedback sosial ekonomi bagus bagi negara tidak spt proyek kereta cepat #IbuKotaNegara
830,@prabowo Ada yg mw di lantik di IKN nih .. IKN itu bukan ibu kota tp negara di dalam negara . Kalian org partai cuma bisa menghancurkan negara. Kami tunggu permainan kalian sampai mana mau ngancurin negara ini. Kami akan siap mengusir kalian dari negara ini.
581,@agnes_nazila Kami warga Kendari mendukung pemindahan Ibu Kota negara
464,Dua dekade perjalanan dipenuhi dengan catatan yang perlu menjadi pijakan bagi DJPb terus mengevaluasi dan meningkatkan kinerja. Majalah Treasury Indonesia Volume I Tahun 2024 juga menghadirkan peran DJPb dalam mengawal pembangunan Ibu Kota Ibu Kota Negara (IKN)-
667,Dari sini saya bersyukur dari dulu saya emang suka sama peta wawasan Nusantara asean dan organisasi-organisasi internasional. Jadi apal yg namanya provinsi dan ibu kotanya. Bahkan beberapa nama blok tambang pun saya tau. Nama-nama organisasi dan ibu kota negara dunia juga.
319,@IKNnusantaraID Kami warga Bandung akan mengawal pembangunan IKN #IbuKotaNegara
842,Menkominfo mengungkapkan pegawai Kementerian Kominfo akan memulai berkantor di Ibu Kota Negara (IKN) Nusantara mulai Juli 2024. https://t.co/qD0liZfyy0
306,@IKNnusantaraID Pemindahan ibu kota nusantara adalah peluang besar bagi warga negara untuk memperbaiki kehidupan mereka. #IbuKotaNegara
307,@IKNnusantaraID 2045 usia q udh 58 th ga papa dah ttp dukung IKN Salam dari Banjarmasin #IbuKotaNegara
823,Stadion tersebut direncanakan sebagai pusat kegiatan olahraga dan pertandingan tingkat internasional di kawasan IKN. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/zrYBbi5AaE
333,https://t.co/qjkwY1aqAN PPU Personil Satuan Tugas Operasi Nusantara Mahakam Polda Kaltim melaksanakan Patroli Kamtibmas secara intensif serta pengamanan di beberapa titik penting di kawasan Ibu Kota Negara (IKN). https://t.co/2r0AMM70ry
49,IKN membanggakan dengan lapangan upacara berstandar FIFA. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/V5bboUrYKj
737,@youthful_mediaa Infrastruktur modern beri akses lebih mudah pada sumber daya alam #IbuKotaNegara
2,Tak hanya soal kabinet Prabowo juga mesti menghentikan semua warisan proyek Jokowi yang bermasalah serta membebani keuangan negara seperti Ibu Kota Negara Nusantara dan proyek kereta cepat.
545,Taxi terbang atau sky taxi akan digunakan sebagai transportasi publik di #IbukotaNegara #IKNNusantara #PindahIbuKota ONE WITH EXO #MNCR_Logistics Arsenal BTS IS COMING Rudal Yordania https://t.co/4guvKz8OR4
352,@meraaahputiiih Kehidupan budaya masyarakat Kalimantan Timur akan menjadi bagian dari ibu kota #IbuKotaNegara
907,DPR Usul Jakarta Jadi Ibu Kota Legislasi Sehingga tak Pindah ke IKN Ini Respons Istana https://t.co/4tzUidUrsr #Nusantara #IbuKotaNegara #IKN #Indonesia
589,Jelajahi revolusi teknologi terbaru di Nusantara Expo bawa impian ke realitas bersama Otorita IKN. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/isSLthH29U
346,Nasib hidup di kampung Mau maen ke kota aja harus siap-siap jam segini Padahal tadinya mau nge gas nulis tapi apa daya ibu negara pengen hiling Padahal cuman keliling kota bandung doang 
997,@tanyakanrl @andresetiawanxt @IqbalMohamad_ hampura lur urng jadi warga ibu kota negara
483,Uji Coba Internet Starlink di IKN: Langkah Besar Menuju Akses Internet Global di Indonesia. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/6qvtNFM7Jo
578,Pilgub DKI Jakarta akan tetap menjadi episentrum politik nasional di level pemilu lokal. Sekalipun tak lagi berstatus ibu kota negara Jakarta tetap memiliki magnet politik yg besar bagi sebagian politisi maupun partai politik.
33,@IKNnusantaraID Kesempatan untuk mendukung ekowisata dan pelestarian alam akan bertambah #IbuKotaNegara
31,@IKNnusantaraID IKN dapat menjadi platform yang memungkinkan kolaborasi antara pemerintah swasta dan masyarakat sipil dalam memajukan bangsa Indonesia. #IbuKotaNegara
231,Temen gue pake skincare mereknya kayak nama ibu kota negara komunis. Keren.
750,@ARSIPAJA Kebetulan di Sekolah saya yg jadi Guru Geografi bukan basic Sarjana Geografi atau Pendidikan Geografi. Zaman dulu ada namanya RPUL waktu SD rata-rata siswa sudah hafal ibu kota provinsi bahkan ibu kota negara-negara di dunia. Hidup Indonesia Emas Imitasi.
192,@IKNnusantaraID Pemindahan ini adalah langkah strategis dalam menjaga kelestarian alam #IbuKotaNegara
513,@DedynurPalakka @jokowi Ada yang berani taruhan ? IKN itu hanya akan menjadi ikon sebagai Ibu Kota Negara paling tdk 10 / 15 thn ke depan. Mengapa ? Krn belum layak dibuat sebagai Ibu kota negara yg layak Siapapun presiden berikutnya tdk akan benar 2 tinggal disana dalam waktu yg selayaknya di Jkt !
3,Hikmat Ginanjar https://t.co/nsVV7joUiZ. di Balai Kota Bandung. Ibu Herawati menyampaikan maksud dan tujuan audiensi kepada para peserta yang hadir yakni Pemartabatan Bahasa Negara di Lembaga Publik 2024. Di samping itu Ibu Hera menuturkan bahwa pemartabatan bahasa negara di
204,Sebuah demonstrasi massal terjadi di ibu kota Argentina melawan Presiden Javier Milei dan reformasinya termasuk penarikan sebagian dana pendidikan dari pemerintah. Surplus anggaran triwulanan pertama Argentina dalam 16 tahun telah meningkatkan jumlah penduduk miskin di negara https://t.co/iWlD8LReNd
433,@abangbelneg Infrastruktur modern dorong perkembangan sektor jasa profesional #IbuKotaNegara
576,Kota Baru dengan Potensi: Desa Kawasan IKN Siap Mengembangkan Ekonomi dan Masyarakat. #KotaPotensial #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/ifRz03OXtJ
981,perkara ginian doang aja diributin anjir dasar netizen ibu kota. ributin noh basic2 hidup manusia yg blm terjamah negara macem air bersih siap minum ketimpangan pendidikan dll
109,@ScariestProject Ibu kota negara ? Hehehehe
599,Karena secara de jure Jakarta udah resmi bukan Ibu kota negara lagi maka Indonesia adalah satu satunya negara di dunia saat ini yang Ibu kotanya bahkan belum punya penduduk tetap belum punya sarana prasarana sipil umum dan masih belum ada aktivitas administratif maupun ekonomi
77,https://t.co/qjkwY1aqAN PPU Personil Satuan Tugas Operasi Nusantara Mahakam Polda Kaltim melaksanakan Patroli Kamtibmas secara intensif serta pengamanan di beberapa titik penting di kawasan Ibu Kota Negara (IKN). https://t.co/5bYGQX8uiK
84,@meraaahputiiih Peningkatan transportasi akan membuka akses untuk lebih banyak orang #IbuKotaNegara
523,PLN UIP KLT dan Infrastruktur Kelistrikan IKN Nusantara #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/6VpOJbwljV
82,Sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif. Dukungan terhadap pembangunan Ibu Kota Negara (IKN) yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang. #IbuKotaNegaraBaru #TransformasiNegara https://t.co/4d4VZrntN9
254,Pada hari Rabu 24 April 2024 Pukul 14.00 WITA bertempat di Kantor Otorita Ibu Kota Nusantara Balikpapan telah dilaksanakan Tindak Lanjut Penyelesaian Legal Opinion Jaksa Agung Muda Bidang Perdata dan Tata Usaha Negara Terhadap Permasalahan Pertanahan di Wilayah IKN Nusantara. https://t.co/qM0BZzZQGT
964,@tvOneNews Emang dia bisa apa?tau apa tentang memimpin ibu kota negara?belajar dulu ya dek jangan terlalu ambisi buat nguasai negeri ini.
408,Penampakan Kantor Prabowo di IKN Nusantara Kaltim Ada Rooftop hingga Plaza Habiskan Dana Rp 1 7 T #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur https://t.co/vl9BqAvyd5 lewat @tribunkaltim
652,Laluan Gua Musang dijangka sibuk bermula esok https://t.co/KYh2EcNgI9 #Negara #Gua #ibu #kota #laluan
876,@KoalisiNetizen Kami warga Manado mendukung pemindahan Ibu Kota negara #PindahIbuKota
917,Kepala Rumah Tahanan Negara Kelas IIB Sabang Muhidfuddin beserta jajaran juga didampingi oleh Ibu Ketua Dharma Wanita Rutan Sabang membagikan Takjil Gratis kepada Masyarakat Kota Sabang di wilayah Kota Atas Jl. Untung Soerapati Kota Sabang.
436,Pembangunan #IbukotaNegara #IKNNusantara tahap I yang merupakan infrastruktur dasar akan tuntas pada akhir tahun 2024 #PindahIbuKota #WasitTop #JumatBerkah 96jutavoter02 awasihasilmk #PioliOut Ernando wasitafc gakbener https://t.co/JQeA43wmmV
5,DUNIA SEGERA MENGAKUI YERUSALEM SEBAGAI IBU KOTA ABADI NEGARA ISRAEL
404,PT Pos Indonesia siap menyediakan jasa kurir dan logistik hub pertama di Ibu Kota Negara Nusantara dengan tahap awal pembangunan kantor Pos Indonesia di Balikpapan. @PosIndonesia #PosIndonesia #PosIND https://t.co/5RnyMFdcAB
467,@terindukan Pemindahan Ibu Kota Nusantara mendapat dukungan penuh dari Presiden sebagai upaya penyebaran pembangunan yang lebih merata di seluruh Indonesia. #IbuKotaNegara
97,@tuyulsambat @convomf - Memiliki skor toefl minimal 450 - Mengetahui dengan baik nama nama 38 provinsi di indonesia beserta ibu kota - Hapal tabel periodik kimia - Paham trigonometri - Paham anatomi fisiologi tumbuhan dan hewan - Hapal nama 5 negara di asia tengah - Tahu ibu kota negara Kenya
558,Warga Iran turun ke jalan-jalan di Ibu Kota Teheran untuk menunjukkan dukungan terhadap serangan negara itu ke Israel. Dilansir dari Al Jazeera warga berdemonstrasi di depan Kedutaan Besar Inggris di Teheran Minggu (14/4) pagi. https://t.co/yj3RHlbwv5
359,@KoalisiNetizen Kalimantan Timur akan menjadi model dalam pengelolaan lingkungan yang baik #IbuKotaNegara
920,@meraaahputiiih Kami warga Tanjung Selor mendukung pemindahan Ibu Kota negara
266,Pesawat Aerobatik Bakal Hiasi Langit IKN Nusantara Kaltim Datang Bertahap Mulai 5 Agustus 2024 https://t.co/11QCR29hbb #IKNNusantara #Balikpapan #Samarinda #KalimantanTimur #UPDATE #Updates #Agustus #Jokowi #IbuKotaNegara #Indonesia
736,@youthful_mediaa IKN Nusantara membuka peluang kerja di sektor energi dan sumber daya alam #IbuKotaNegara
382,@KoalisiNetizen Pembangunan ibukota baru mencerminkan visi keberlanjutan Indonesia #IbuKotaNegara
692,Investasi Asing ke IKN Nusantara Didorong Lagi setelah Ada Putusan MK Bahlil: Komitmen Sudah Banyak #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi #Bahlil https://t.co/Ttr7ATcQnL lewat @tribunkaltim
411,@abangbelneg Investasi di infrastruktur beri dampak positif pada sektor logistik #IbuKotaNegara
884,Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono mengabarkan presiden dan wakil presiden terpilih Prabowo Subianto dan Gibran Rakabuming Raka akan dilantik di Ibu Kota Negara (IKN) di Penajam Paser Utara Kalimantan Timur. Pelantikan presiden (Prabowo https://t.co/Bi97TnceBt
118,Pemindahan Ibu Kota Negara merupakan langkah visioner dan berani dari Presiden Joko Widodo
430,@abangbelneg Kesempatan pendidikan dan pelatihan akan berkembang di Kalimantan Timur #IbuKotaNegara
250,AHY Ungkap 2.086 Hektar Lahan IKN di Kaltim Masih Belum Clear Menteri ATR/BPN Beber Arahan Jokowi #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #Jokowi #AHY https://t.co/q5CJbUELSB lewat @tribunkaltim
342,Chad menuntut penghentian segera aktivitas militer AS di pangkalannya di negara Afrika tersebut Kepala staf angkatan udara Chad menyatakan bahwa dia belum menerima dokumen apa pun dari Amerika yang membenarkan kehadiran mereka di Pangkalan Udara Adji Kosseï (BAK) di ibu kota https://t.co/zg9Vy4lFeV
9,@IKNnusantaraID 2045 usia q udh 58 th ga papa dah ttp dukung IKN Salam dari Banjarmasin #IbuKotaNegara
196,https://t.co/qjkwY1aqAN PPU Personil Satuan Tugas Operasi Nusantara Mahakam Polda Kaltim melaksanakan Patroli Kamtibmas secara intensif serta pengamanan di beberapa titik penting di kawasan Ibu Kota Negara (IKN). Jumat (26/04/24). https://t.co/85cdePanuM
754,@kikir @tanyakanrl Miris banget ga pernah baca-baca RPUL sama belajar dari peta buta siii Jangankan ibukota provinsi ibu kota negara negara juga wajib diapalin jaman dulu mah wkwk
81,Sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif. Dukungan terhadap pembangunan Ibu Kota Negara (IKN) yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang. #IbuKotaNegaraBaru #TransformasiNegara https://t.co/zqPhuf25Wo
910,@Melvindiazza Kami warga Palu mendukung pemindahan Ibu Kota negara
478,@terindukan Ibu kota nusantara akan menjadi simbol kebangkitan Indonesia sebagai negara yang maju dan modern. #IKNNusantara
622,@KoalisiNetizen Kawasan ini menjadi pusat inovasi di sektor energi terbarukan #IbuKotaNegara
239,@meraaahputiiih pembangunan IKN akan memperhatikan aspek lingkungan dan sosial budaya #IbuKotaNegara
292,Sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif. Dukungan terhadap pembangunan Ibu Kota Negara (IKN) yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang. #IbuKotaNegaraBaru #TransformasiNegara https://t.co/5mEdlNHw6Q
211,@DedyAhmady82203 Bersama Jokowi KAA terselenggara Asian Games terselenggara pindah ibu kota negara terlaksana pembangunan merata Indonesia maju dan football juga maju
720,@youthful_mediaa IKN Nusantara mendukung peningkatan penggunaan energi bersih dan ramah lingkungan. #IbuKotaNegara
361,Dukungan ini menginspirasi kita untuk dukung upaya-upaya ramah lingkungan lainnya #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/jw5Gq5dEOk
451,ibu kota negara bukan jakarta tapi solo SK opung
227,IKN Nusantara ramah lingkungan #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/12f1Mj9Kzt
859,Keren Risal Wasal juga dukung rencana ini. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/34XQMO1mzI
362,Semua orang bakal merasakan manfaat dari langkah-langkah positif ini #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/KrSnrJclvH
799,KPN Sahkan Dr Akmal Ditahan #MGFlash Ketua Pemuda UMNO Dr Muhamad Akmal Saleh ditahan polis sebaik tiba di Lapangan Terbang Antarabangsa Kota Kinabalu Sabah pagi tadi. Ketua Polis Negara Tan Sri Razarudin Husain berkata Exco kerajaan Melaka itu dibawa ke Ibu Pejabat Polis https://t.co/OmIk1EA9t0
656,@korilakkuga Wajar kalo ga hafal semua ibu kota cuman kok greget aja sama mbanya yg req jabar kok jawab ngawur minimal pasti kan tau ibu kota negara itu jakarta letaknya dmana gitu..
549,IKN akan uji coba Taksi terbang besutan Hyundai pada Juli 2024 #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/r4XRiHB7QB
643,Sejumlah alasan memperkuat urgensi kepindahan ibu kota negara dari Jakarta ke IKN Nusantara. Pertimbangan tersebut antara lain terkait beban penduduk krisis air serta permasalahan transportasi. https://t.co/CsVdX12TqH
580,Persembahan terbaru teknologi masa depan dalam Nusantara Expo wujudkan mimpi di dunia digital. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/VtbmEE3uQi
925,Pj Gubernur DKI Jakarta Heru Budi Hartono kembali menegaskan bahwa Jakarta masih berstatus sebagai Ibu Kota Negara meski UU DKJ telah disahkan. https://t.co/aD26QHE6xJ
370,@KoalisiNetizen Presiden Jokowi yakin bahwa pemindahan Ibu Kota Nusantara akan memperkuat tata kelola pemerintahan yang lebih baik dan efektif di Indonesia #IbuKotaNegara
7,@IKNnusantaraID Kami warga Gorontalo akan mengawal pembangunan IKN #IbuKotaNegara
155,@Miduk17 Jd istilah sorg penegak hukum di ibu kota.. list nama ada akn ttp hrs diseleksi krn dgn alsan demi keamanan negara tdk mgkn smua bs msk bui..lhaa uang nya udah kemana² sihh.. wkwkwkk
542,@abangbelneg Semoga keamanan di IKN tetap terjaga ngeri ada penyusup/teoris dll lewat hutan hutan #IbuKotaNegara
442,Meski tak lagi ibu kota negara parpol bakal menyeleksi ketat figur yang akan diajukan di Pemilihan Gubernur Jakarta. https://t.co/I8BHJVAVPE #Polhuk #AdadiKompas
819,@ziwasi @Marchfoward Again sembang. Dengan Pakistan pon last2 mellowed down pasal kes ritu. Negara jiran dia yang Sunni tu ada nuclear triad bukan takat dah biasa hadap perang siap boleh lenyapkan ibu kota dengan cuma sebijik nuclear-tipped CM/BM terlepas masuk.
398,Aparatur Sipil Negara yang akan pindah ke Ibu Kota Nusantara dijamin akan mendapatkan tempat tinggal berbentuk apartemen Untuk informasi berita menarik dan terkini lainnya simak Smart News Update melalui link berikut https://t.co/WMcaHgq8X4 #SmartNewsUpdate https://t.co/AmskzdRVm1
781,alokasi Rp 34 45 Triliun dianggarkan untuk pembangunan infrastruktur IKN pada tahun 2024 #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/5lmkJXyt2N
567,Hingga Sabtu (13/4) malam dilaporkan sudah ada 7 orang meninggal dunia menyusul aksi penusukan massal yang dilakukan seseorang di sebuah pusat perbelanjaan di Sydney Ibu Kota Negara Bagian New South Wales Australia pada Sabtu petang waktu setempat. . Sementara itu pelaku https://t.co/Uyvbu7xnbQ
590,@meraaahputiiih Kami warga Pangkalpinang mendukung pemindahan Ibu Kota negara
714,Pembangunan Runway VVIP di IKN Nusantara terus dikebut #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/DHPFrbr75g
