Unnamed: 0,text_tweet,pisah_hashtag&kata,text_cleaning
886,@abangbelneg Kami warga Ambon akan mengawal pembangunan IKN #IbuKotaNegara,@abangbelneg Kami warga Ambon akan mengawal pembangunan IKN #Ibu Kota Negara,kami warga ambon akan mengawal pembangunan ikn ibu kota negara
962,Turkish Airlines kembali melakukan penerbangan ke ibu kota Libya Kamis (28/3). Penerbangan terakhir Turkish Airlines ke Libya tercatat pada 2015. Sudah hampir 10 tahun Turkish Airlines tak mendarat di Libya karena masalah keamanan di negara tersebut. #timurtengah #turki #libya https://t.co/LFTYojNKAa,Turkish Airlines kembali melakukan penerbangan ke ibu kota Libya Kamis (28/3). Penerbangan terakhir Turkish Airlines ke Libya tercatat pada 2015. Sudah hampir 10 tahun Turkish Airlines tak mendarat di Libya karena masalah keamanan di negara tersebut. #timurtengah #turki #libya https://t.co/LFTYojNKAa,turkish airlines kembali melakukan penerbangan ke ibu kota libya kamis  penerbangan terakhir turkish airlines ke libya tercatat pada  sudah hampir  tahun turkish airlines tak mendarat di libya karena masalah keamanan di negara tersebut timurtengah turki libya
941,6 Investor Swasta IKN Nusantara Komitmen Bangun Sarana Pendidikan Tengok 6 investor swasta IKN Nusantara komitmen bangun sarana pendidikan dan perumahan di ibu kota negara baru Kalimantan Timur. Nadiem Beckham Susu Aisyah April Mob Selvi Nabrak Arsenal https://t.co/jn4vkXOznJ,6 Investor Swasta IKN Nusantara Komitmen Bangun Sarana Pendidikan Tengok 6 investor swasta IKN Nusantara komitmen bangun sarana pendidikan dan perumahan di ibu kota negara baru Kalimantan Timur. Nadiem Beckham Susu Aisyah April Mob Selvi Nabrak Arsenal https://t.co/jn4vkXOznJ,investor swasta ikn nusantara komitmen bangun sarana pendidikan tengok  investor swasta ikn nusantara komitmen bangun sarana pendidikan dan perumahan di ibu kota negara baru kalimantan timur nadiem beckham susu aisyah april mob selvi nabrak arsenal
740,@youthful_mediaa Keberlanjutan lingkungan akan menjadi dasar dalam setiap rencana pembangunan #IbuKotaNegara,@youthful_mediaa Keberlanjutan lingkungan akan menjadi dasar dalam setiap rencana pembangunan #Ibu Kota Negara,keberlanjutan lingkungan akan menjadi dasar dalam setiap rencana pembangunan ibu kota negara
680,Kehadiran proyek IKN Nusantara menarik minat investor karena menghadirkan peluang investasi yang berkelanjutan. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/28Z7TP72WH,Kehadiran proyek IKN Nusantara menarik minat investor karena menghadirkan peluang investasi yang berkelanjutan. #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/28Z7TP72WH,kehadiran proyek ikn nusantara menarik minat investor karena menghadirkan peluang investasi yang berkelanjutan ibu kota negara iknnusantara pindah ibu kota
693,@Miduk17 Betul kelas 6 sudah tahu ibu kota negara lain,@Miduk17 Betul kelas 6 sudah tahu ibu kota negara lain,betul kelas  sudah tahu ibu kota negara lain
988,Yaman sebelumnya hari ini negara tersebut berbondong-bondong ke ibu kota Sanaa untuk memperbarui janji mingguannya: Jihad jihad seluruh bangsa siap Wahai Gaza Wahai Palestina seluruh Yaman bersamamu Kami akan datang di tahun ke 10 Ketabahan dan ketekunan perang https://t.co/SseIuV0SIV,Yaman sebelumnya hari ini negara tersebut berbondong-bondong ke ibu kota Sanaa untuk memperbarui janji mingguannya: Jihad jihad seluruh bangsa siap Wahai Gaza Wahai Palestina seluruh Yaman bersamamu Kami akan datang di tahun ke 10 Ketabahan dan ketekunan perang https://t.co/SseIuV0SIV,yaman sebelumnya hari ini negara tersebut berbondong-bondong ke ibu kota sanaa untuk memperbarui janji mingguannya jihad jihad seluruh bangsa siap wahai gaza wahai palestina seluruh yaman bersamamu kami akan datang di tahun ke  ketabahan dan ketekunan perang
309,@IKNnusantaraID Pemindahan Ibu Kota Nusantara akan meningkatkan kesempatan kerja di daerah sekitar. #IbuKotaNegara,@IKNnusantaraID Pemindahan Ibu Kota Nusantara akan meningkatkan kesempatan kerja di daerah sekitar. #Ibu Kota Negara,pemindahan ibu kota nusantara akan meningkatkan kesempatan kerja di daerah sekitar ibu kota negara
86,@meraaahputiiih Potensi wisata Kalimantan Timur akan semakin dikembangkan #IbuKotaNegara,@meraaahputiiih Potensi wisata Kalimantan Timur akan semakin dikembangkan #Ibu Kota Negara,potensi wisata kalimantan timur akan semakin dikembangkan ibu kota negara
848,https://t.co/Yyj4doXIAN @menkominfoUKM @kemkominfo Ok gas Ok gas Ok gas Menkominfo mengungkapkan pegawai Kementerian Kominfo akan memulai berkantor di Ibu Kota Negara (IKN) Nusantara mulai Juli 2024.,https://t.co/Yyj4doXIAN @menkominfoUKM @kemkominfo Ok gas Ok gas Ok gas Menkominfo mengungkapkan pegawai Kementerian Kominfo akan memulai berkantor di Ibu Kota Negara (IKN) Nusantara mulai Juli 2024.,ok gas ok gas ok gas menkominfo mengungkapkan pegawai kementerian kominfo akan memulai berkantor di ibu kota negara ikn nusantara mulai juli
784,Saatnya kita bergerak maju bersama. Tujuh proyek IKN menandai awal era baru kemakmuran dan kemandirian. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/HOcX58kjFg,Saatnya kita bergerak maju bersama. Tujuh proyek IKN menandai awal era baru kemakmuran dan kemandirian. #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/HOcX58kjFg,saatnya kita bergerak maju bersama tujuh proyek ikn menandai awal era baru kemakmuran dan kemandirian ibu kota negara iknnusantara pindah ibu kota
310,@IKNnusantaraID Presiden mendukung pemindahan Ibu Kota Nusantara sebagai wujud keberpihakan pemerintah pada daerah lain di Indonesia. #IbuKotaNegara,@IKNnusantaraID Presiden mendukung pemindahan Ibu Kota Nusantara sebagai wujud keberpihakan pemerintah pada daerah lain di Indonesia. #Ibu Kota Negara,presiden mendukung pemindahan ibu kota nusantara sebagai wujud keberpihakan pemerintah pada daerah lain di indonesia ibu kota negara
535,@KotaNusantara Potensi sektor energi terbarukan akan mengurangi dampak perubahan iklim #IbuKotaNegara,@KotaNusantara Potensi sektor energi terbarukan akan mengurangi dampak perubahan iklim #Ibu Kota Negara,potensi sektor energi terbarukan akan mengurangi dampak perubahan iklim ibu kota negara
136,@hafizha_anisa Padahal bogor deket banget dengan Ibu Kota Negara HARUSNYA LEBIH MAJU DOOONG IYA KAAAAAN wkwkwk,@hafizha_anisa Padahal bogor deket banget dengan Ibu Kota Negara HARUSNYA LEBIH MAJU DOOONG IYA KAAAAAN wkwkwk,padahal bogor deket banget dengan ibu kota negara harusnya lebih maju dooong iya kaaaaan wkwkwk
870,@KoalisiNetizen Investasi di infrastruktur dorong perkembangan sektor jasa profesional #IbuKotaNegara,@KoalisiNetizen Investasi di infrastruktur dorong perkembangan sektor jasa profesional #Ibu Kota Negara,investasi di infrastruktur dorong perkembangan sektor jasa profesional ibu kota negara
465,@terindukan Kami warga Tanjung Selor mendukung pemindahan Ibu Kota negara #IbuKotaNegara,@terindukan Kami warga Tanjung Selor mendukung pemindahan Ibu Kota negara #Ibu Kota Negara,kami warga tanjung selor mendukung pemindahan ibu kota negara ibu kota negara
895,Pembangunan landasan pacu Bandara VVIP IKN capai 14% #IbukotaNegara #IKNNusantara #PindahIbuKota Tuku Fore IPHONE 11 GRATIS Licha Giring Akmal Sahur eSIM Tidur https://t.co/LXfbeCi6FG,Pembangunan landasan pacu Bandara VVIP IKN capai 14% #Ibukota Negara #IKNNusantara #Pindah Ibu Kota Tuku Fore IPHONE 11 GRATIS Licha Giring Akmal Sahur eSIM Tidur https://t.co/LXfbeCi6FG,pembangunan landasan pacu bandara vvip ikn capai  ibukota negara iknnusantara pindah ibu kota tuku fore iphone  gratis licha giring akmal sahur esim tidur
261,Pembentukan kawasan aglomerasi jadi salah satu kebijakan baru yang akan berlaku saat Jakarta tidak lagi menjadi Ibu Kota Negara Indonesia. Hal tersebut tercantum dalam Undang-undang Daerah Khusus Jakarta (UU DKJ) yang telah disahkan pada 28 Maret 2024. https://t.co/OslkWF8Lin,Pembentukan kawasan aglomerasi jadi salah satu kebijakan baru yang akan berlaku saat Jakarta tidak lagi menjadi Ibu Kota Negara Indonesia. Hal tersebut tercantum dalam Undang-undang Daerah Khusus Jakarta (UU DKJ) yang telah disahkan pada 28 Maret 2024. https://t.co/OslkWF8Lin,pembentukan kawasan aglomerasi jadi salah satu kebijakan baru yang akan berlaku saat jakarta tidak lagi menjadi ibu kota negara indonesia hal tersebut tercantum dalam undang-undang daerah khusus jakarta uu dkj yang telah disahkan pada  maret
486,@meraaahputiiih Kami warga Samarinda mendukung pemindahan Ibu Kota negara,@meraaahputiiih Kami warga Samarinda mendukung pemindahan Ibu Kota negara,kami warga samarinda mendukung pemindahan ibu kota negara
168,Sinergi harmonis: Kolaborasi pemerintah dan sektor swasta dalam mewujudkan smart city yang inklusif. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/Zn20TJuWvS,Sinergi harmonis: Kolaborasi pemerintah dan sektor swasta dalam mewujudkan smart city yang inklusif. #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/Zn20TJuWvS,sinergi harmonis kolaborasi pemerintah dan sektor swasta dalam mewujudkan smart city yang inklusif ibu kota negara iknnusantara pindah ibu kota
827,Diharapkan stadion ini dapat menjadi pusat kegiatan yang memajukan industri olahraga di Indonesia. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/77IXhKBDUC,Diharapkan stadion ini dapat menjadi pusat kegiatan yang memajukan industri olahraga di Indonesia. #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/77IXhKBDUC,diharapkan stadion ini dapat menjadi pusat kegiatan yang memajukan industri olahraga di indonesia ibu kota negara iknnusantara pindah ibu kota
447,https://t.co/lvgZxOLvt0 Benar kata si Kaka nya ini kalau Jakarta tetap jadi Ibu Kota negara ,https://t.co/lvgZxOLvt0 Benar kata si Kaka nya ini kalau Jakarta tetap jadi Ibu Kota negara ,benar kata si kaka nya ini kalau jakarta tetap jadi ibu kota negara
139,@abangbelneg Kami warga Palembang mendukung pemindahan Ibu Kota negara #PindahIbuKota,@abangbelneg Kami warga Palembang mendukung pemindahan Ibu Kota negara #Pindah Ibu Kota,kami warga palembang mendukung pemindahan ibu kota negara pindah ibu kota
682,@ryukugyuyuyu @destaurbae @cania_citta Parahnya dia masa gatau Ibu Kota Jawa Barat apa? Malah dijawab Jakarta? Jakarta kan (mantan) Ibu Kota Negara Indonesia masa harus dimaklumi juga ntah cm gimmick atau apa,@ryukugyuyuyu @destaurbae @cania_citta Parahnya dia masa gatau Ibu Kota Jawa Barat apa? Malah dijawab Jakarta? Jakarta kan (mantan) Ibu Kota Negara Indonesia masa harus dimaklumi juga ntah cm gimmick atau apa,parahnya dia masa gatau ibu kota jawa barat apa malah dijawab jakarta jakarta kan mantan ibu kota negara indonesia masa harus dimaklumi juga ntah cm gimmick atau apa
770,@tanyakanrl mun aing era da.. nu kitu ge teu mampu ngajawab terima kasih kepada guru guru sd ku yang suka memberikan kuis tebak nama ibu kota negara ibu kota prov dsb ketika hendak mau pulang (yg bisa jawab boleh pulang) sampai sekarang masih inget ,@tanyakanrl mun aing era da.. nu kitu ge teu mampu ngajawab terima kasih kepada guru guru sd ku yang suka memberikan kuis tebak nama ibu kota negara ibu kota prov dsb ketika hendak mau pulang (yg bisa jawab boleh pulang) sampai sekarang masih inget ,mun aing era da nu kitu ge teu mampu ngajawab terima kasih kepada guru guru sd ku yang suka memberikan kuis tebak nama ibu kota negara ibu kota prov dsb ketika hendak mau pulang yg bisa jawab boleh pulang sampai sekarang masih inget
852,Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono mengungkapkan presiden RI ke-8 yang nanti akan menggantikan Presiden Jokowi direncanakan akan dilantik di Ibu Kota Negara (IKN) Nusantara. https://t.co/GBib8uZAyj #PrabowoGibran #IKNNusantara #Jokowi https://t.co/al7wHmLbAO,Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono mengungkapkan presiden RI ke-8 yang nanti akan menggantikan Presiden Jokowi direncanakan akan dilantik di Ibu Kota Negara (IKN) Nusantara. https://t.co/GBib8uZAyj #Prabowo Gibran #IKNNusantara #Jokowi https://t.co/al7wHmLbAO,menteri pekerjaan umum dan perumahan rakyat pupr basuki hadimuljono mengungkapkan presiden ri ke- yang nanti akan menggantikan presiden jokowi direncanakan akan dilantik di ibu kota negara ikn nusantara prabowo gibran iknnusantara jokowi
440,Pembangunan IKN tahap I akan tuntas pada akhir tahun 2024 #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/WgMLPENnzx,Pembangunan IKN tahap I akan tuntas pada akhir tahun 2024 #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/WgMLPENnzx,pembangunan ikn tahap  akan tuntas pada akhir tahun  ibu kota negara iknnusantara pindah ibu kota
998,@fatmawati_elkis Berbagai elemen masyarakat harus mendukung proses pemindahan ibu kota negara ke Kalimantan,@fatmawati_elkis Berbagai elemen masyarakat harus mendukung proses pemindahan ibu kota negara ke Kalimantan,berbagai elemen masyarakat harus mendukung proses pemindahan ibu kota negara ke kalimantan
530,@KotaNusantara Jakarta sebagai ibu kota Indonesia telah mengalami banyak masalah seperti macet banjir dan polusi udara yang serius #IbuKotaNegara,@KotaNusantara Jakarta sebagai ibu kota Indonesia telah mengalami banyak masalah seperti macet banjir dan polusi udara yang serius #Ibu Kota Negara,jakarta sebagai ibu kota indonesia telah mengalami banyak masalah seperti macet banjir dan polusi udara yang serius ibu kota negara
55,Lepas Status Ibu Kota Negara Hunian di Barat Jakarta Tetap Jadi Incaran https://t.co/s9uGue3nnu lewat @properti_kini @AlamSuteraInfo @alamsuterahrd #alamsutera #tangerang #jakarta #iknusantara #apartemen #beritaproperti #beritaterkini,Lepas Status Ibu Kota Negara Hunian di Barat Jakarta Tetap Jadi Incaran https://t.co/s9uGue3nnu lewat @properti_kini @AlamSuteraInfo @alamsuterahrd #alamsutera #tangerang #jakarta #iknusantara #apartemen #beritaproperti #beritaterkini,lepas status ibu kota negara hunian di barat jakarta tetap jadi incaran lewat alamsutera tangerang jakarta iknusantara apartemen beritaproperti beritaterkini
120,Sekurang-kurangnya lima orang terbunuh dan 33 cedera selepas puting beliung melanda bandar Guangzhou di China pada Sabtu lapor media kerajaan. Agensi berita rasmi China Xinhua melaporkan bahawa puting beliung melanda ibu kota Wilayah Guangdong di selatan negara itu sekitar https://t.co/SGD05Xtdqf,Sekurang-kurangnya lima orang terbunuh dan 33 cedera selepas puting beliung melanda bandar Guangzhou di China pada Sabtu lapor media kerajaan. Agensi berita rasmi China Xinhua melaporkan bahawa puting beliung melanda ibu kota Wilayah Guangdong di selatan negara itu sekitar https://t.co/SGD05Xtdqf,sekurang-kurangnya lima orang terbunuh dan  cedera selepas puting beliung melanda bandar guangzhou di china pada sabtu lapor media kerajaan agensi berita rasmi china xinhua melaporkan bahawa puting beliung melanda ibu kota wilayah guangdong di selatan negara itu sekitar
527,@KotaNusantara Kawasan ini menjadi pusat pelatihan keterampilan dan tenaga kerja #IbuKotaNegara,@KotaNusantara Kawasan ini menjadi pusat pelatihan keterampilan dan tenaga kerja #Ibu Kota Negara,kawasan ini menjadi pusat pelatihan keterampilan dan tenaga kerja ibu kota negara
25,@IKNnusantaraID Kami warga Bandar Lampung mendukung pemindahan Ibu Kota negara #PindahIbuKota,@IKNnusantaraID Kami warga Bandar Lampung mendukung pemindahan Ibu Kota negara #Pindah Ibu Kota,kami warga bandar lampung mendukung pemindahan ibu kota negara pindah ibu kota
72,@alisyarief Soekarno yang memiliki ijazah asli bingung mau pindahkan ibu kota dan saat ini Jokowi yang diduga memiliki ijazah palsu (SD/SMP/SMA) mudah memindahkan ibu kota negara dengan cara kibuli rakyat dengan janji-janji kampanye yang sebenarnya tidak ada dalam janji kampanye 2014 &amp; 2019,@alisyarief Soekarno yang memiliki ijazah asli bingung mau pindahkan ibu kota dan saat ini Jokowi yang diduga memiliki ijazah palsu (SD/SMP/SMA) mudah memindahkan ibu kota negara dengan cara kibuli rakyat dengan janji-janji kampanye yang sebenarnya tidak ada dalam janji kampanye 2014 &amp; 2019,soekarno yang memiliki ijazah asli bingung mau pindahkan ibu kota dan saat ini jokowi yang diduga memiliki ijazah palsu sdsmpsma mudah memindahkan ibu kota negara dengan cara kibuli rakyat dengan janji-janji kampanye yang sebenarnya tidak ada dalam janji kampanye  amp
